Gene,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,P value,Q value (Benjamini-Hochberg corrected P value),CV,MZ,PV,Zone
Krtcap2,1.441473641,1.461947158,1.431014726,1.437910885,1.40905539,1.436019835,1.431574518,1.424686115,1.442650052,0.001477506,0.005944567,1.4517104,1.428500209,1.432970228,CV
Oxsm,0.204435908,0.215723752,0.231607315,0.205522079,0.202955176,0.2131254,0.211554913,0.213487622,0.19862735,0.001482947,0.005964598,0.21007983,0.213302493,0.207889962,MZ
Rsad1,0.04950451,0.053029973,0.047728913,0.05124624,0.049137629,0.049313532,0.04981151,0.06147551,0.061753834,0.001578783,0.006326405,0.051267242,0.049356579,0.057680285,PV
Syvn1,0.705966825,0.71407664,0.755983466,0.741164365,0.734165572,0.757791065,0.760033079,0.75726494,0.742127359,0.001582582,0.006337557,0.710021733,0.747276117,0.753141793,PV
Mrpl35,0.375980198,0.37941818,0.356547588,0.36122737,0.352177021,0.34954958,0.377241591,0.34344811,0.387187183,0.001598984,0.006397424,0.377699189,0.35487539,0.369292295,CV
Uhrf1bp1l,0.241484144,0.231635869,0.245735768,0.24021203,0.250778879,0.218576714,0.251074949,0.214098728,0.224433576,0.001602373,0.006408997,0.236560007,0.238825848,0.229869084,MZ
Slc30a1,0.358313505,0.368305916,0.353610627,0.356682416,0.380945579,0.380231782,0.395197869,0.387308043,0.398657291,0.001618463,0.006466337,0.363309711,0.367867601,0.393721068,PV
Ankrd46,0.243173302,0.240289186,0.244525046,0.248505992,0.255111105,0.243809812,0.286827523,0.271553647,0.281260241,0.00165907,0.006623449,0.241731244,0.247987989,0.27988047,PV
Mgrn1,0.469177597,0.491800366,0.456378567,0.468743212,0.489326437,0.492110959,0.470395244,0.475468117,0.457102168,0.001663561,0.006639327,0.480488982,0.476639794,0.467655176,CV
Grhpr,2.652358247,2.618186689,2.623018364,2.602312265,2.643474374,2.624174664,2.637595315,2.584591598,2.546123858,0.001757734,0.006989239,2.635272468,2.623244917,2.589436924,CV
Smim26,0.3232126,0.332190197,0.343705644,0.339783382,0.334911458,0.331057979,0.319739022,0.312419591,0.303095224,0.001771706,0.007042626,0.327701399,0.337364616,0.311751279,MZ
Eif2b1,0.209446124,0.200904813,0.194989263,0.198970317,0.206792358,0.185878627,0.186797811,0.1918227,0.179467481,0.001805659,0.007163251,0.205175469,0.196657641,0.186029331,CV
Bod1,0.258914902,0.249036598,0.24961183,0.253609781,0.252611411,0.249550529,0.252236696,0.246594836,0.244946934,0.001811313,0.007183476,0.25397575,0.251345888,0.247926155,CV
Sat2,0.069151561,0.07576601,0.068292542,0.076556104,0.069372302,0.064457149,0.067595402,0.064010823,0.065883065,0.00181564,0.007199528,0.072458786,0.069669524,0.065829763,CV
Rtp3,0.26845293,0.261861194,0.269345543,0.279307285,0.267223443,0.260108216,0.260661471,0.25710849,0.260494001,0.001852958,0.007341864,0.265157062,0.268996122,0.259421321,MZ
Eif3i,0.741524015,0.755726638,0.759396646,0.755015124,0.735133618,0.741617656,0.727375978,0.742643178,0.74107892,0.001854817,0.007348105,0.748625327,0.747790761,0.737032692,CV
Hist1h4h,0.092805084,0.082992249,0.093007139,0.077273545,0.085843993,0.081715495,0.082472777,0.09054116,0.087318763,0.001863767,0.007380163,0.087898667,0.084460043,0.086777567,CV
Pcsk5,1.141483418,1.122099789,1.128215629,1.130467899,1.172563722,1.147361472,1.139293995,1.148121935,1.147914412,0.001893639,0.007489258,1.131791604,1.144652181,1.145110114,PV
Srp9,0.631707245,0.614309843,0.624445,0.622661677,0.602527081,0.626056914,0.644727563,0.633643668,0.647622334,0.001912761,0.007559094,0.623008544,0.618922668,0.641997855,PV
Ormdl1,0.469847107,0.48093327,0.46699115,0.48238035,0.502195641,0.471582048,0.46381629,0.472694901,0.447303404,0.001966957,0.00775665,0.475390189,0.480787297,0.461271532,MZ
Ccdc58,0.579834492,0.594673775,0.581464487,0.597364179,0.69257274,0.579681645,0.590215612,0.573470505,0.599992408,0.001988659,0.00783266,0.587254134,0.612770763,0.587892842,MZ
Mrpl18,0.5304743,0.535335528,0.527901128,0.52776083,0.559354025,0.570827577,0.551108031,0.566836048,0.543759792,0.002020086,0.007950373,0.532904914,0.54646089,0.55390129,PV
Fastkd2,0.154905546,0.14418823,0.15961873,0.15009927,0.147295867,0.174019636,0.156106659,0.171388575,0.164475544,0.002048928,0.008056518,0.149546888,0.157758376,0.163990259,PV
Slc39a11,0.249933028,0.24786245,0.235241855,0.245811619,0.242583798,0.254044223,0.254235151,0.23629866,0.26091581,0.002060267,0.008097401,0.248897739,0.244420374,0.250483207,PV
Morn2,0.078640753,0.079322927,0.078796292,0.078484789,0.074636234,0.073385846,0.066824126,0.081548995,0.082682519,0.002065567,0.008116995,0.07898184,0.07632579,0.077018547,CV
Vdac1,0.827931827,0.819808209,0.864123125,0.820937896,0.833434507,0.838199093,0.842490857,0.835324675,0.856745632,0.002111922,0.008290321,0.823870018,0.839173655,0.844853721,PV
Rps19bp1,0.172841756,0.181194277,0.18216824,0.190937282,0.179805824,0.172339773,0.169718612,0.180772112,0.166766104,0.00217634,0.008525042,0.177018017,0.18131278,0.172418943,MZ
Snrpd2,0.493295574,0.496419021,0.482908896,0.486494161,0.516011023,0.504916337,0.48977051,0.486687293,0.483606943,0.002204926,0.008630472,0.494857298,0.497582604,0.486688249,MZ
Pex1,0.197273294,0.173950436,0.17235694,0.175845689,0.185409274,0.178522418,0.170239427,0.185064617,0.186433342,0.002229428,0.008719764,0.185611865,0.17803358,0.180579129,CV
Rars,0.284917528,0.274241059,0.289117925,0.266901947,0.269255163,0.269398261,0.267059374,0.269419793,0.260317022,0.002251679,0.008797462,0.279579294,0.273668324,0.26559873,CV
Tex261,0.6612676,0.676465447,0.655229609,0.669348475,0.650796819,0.663817755,0.653233446,0.661329657,0.658693198,0.002264781,0.00884464,0.668866524,0.659798165,0.6577521,CV
Lipt1,0.061362654,0.059277481,0.055546173,0.050994149,0.053823991,0.052716132,0.053610133,0.051190306,0.047980187,0.002268893,0.008859355,0.060320068,0.053270111,0.050926875,CV
Ptrhd1,0.251826745,0.261031024,0.257315128,0.273448861,0.272493602,0.282223437,0.27867617,0.267176351,0.278554543,0.002311352,0.009006154,0.256428885,0.271370257,0.274802355,PV
Fads1,1.965054947,1.955741425,2.033127524,1.99545639,2.024443961,2.016920081,2.010459049,2.029926961,1.990323303,0.002356182,0.009166914,1.960398186,2.017486989,2.010236438,MZ
Ddx56,0.25421764,0.240703109,0.240737041,0.241987932,0.236772338,0.239561993,0.235191151,0.223641066,0.23244557,0.002384184,0.009261901,0.247460375,0.239764826,0.230425929,CV
Abhd5,0.194884178,0.200950804,0.198620062,0.185804664,0.207271749,0.195762704,0.205538614,0.20958942,0.211280704,0.002398351,0.009314132,0.197917491,0.196864795,0.208802913,PV
2300009A05Rik,0.493263218,0.508460314,0.495429264,0.485884211,0.505569302,0.467077632,0.477104721,0.466475226,0.478129825,0.00240168,0.009325656,0.500861766,0.488490102,0.473903257,CV
Rnaseh2a,0.119253352,0.10399478,0.112324352,0.110900375,0.106632913,0.104311472,0.097225025,0.108653771,0.098293481,0.002441324,0.009469622,0.111624066,0.108542278,0.101390759,CV
Nipsnap1,2.007140136,2.035580701,1.996177147,2.049893015,2.087300581,2.084172759,2.103653387,2.028979849,2.044051896,0.002481339,0.009613279,2.021360419,2.054385876,2.058895044,PV
Ndufa6,8.621057728,8.814870988,8.87267047,8.819586744,8.792068476,8.792159172,8.774725956,8.74969594,8.763886102,0.002483071,0.009618546,8.717964358,8.819121216,8.762769333,MZ
B230118H07Rik,0.202878216,0.198323295,0.18489759,0.194016154,0.182824294,0.196866399,0.18609426,0.18966954,0.188066802,0.002520996,0.009752282,0.200600756,0.189651109,0.187943534,CV
Fbxo4,0.128419847,0.118921473,0.108895209,0.120126053,0.115411651,0.117643647,0.119797752,0.109225449,0.118139432,0.002533131,0.009795093,0.12367066,0.11551914,0.115720878,CV
Capn8,0.029320915,0.037966262,0.036041943,0.037006908,0.040391364,0.042420398,0.036087351,0.039137932,0.034067837,0.002566275,0.009912588,0.033643589,0.038965153,0.03643104,MZ
Ninj1,1.7565536,1.801360054,1.79208667,1.793373546,1.810342341,1.85365809,1.806997472,1.781776735,1.884641749,0.002650254,0.010220145,1.778956827,1.812365162,1.824471985,PV
Sh3yl1,0.065445234,0.067513301,0.08231738,0.077320188,0.074712602,0.064284363,0.062842678,0.059154846,0.055431042,0.002664624,0.010270959,0.066479268,0.074658633,0.059142855,MZ
Dpm3,1.226774471,1.243344674,1.181941823,1.220625562,1.34420325,1.194067613,1.182772283,1.228775975,1.21273684,0.002710812,0.010431856,1.235059573,1.235209562,1.208095033,MZ
Tmem11,0.186826351,0.197667116,0.181918914,0.206073144,0.185874429,0.183466321,0.20159047,0.187650178,0.182728558,0.00273373,0.010509086,0.192246734,0.189333202,0.190656402,CV
Tcp11l1,0.055011409,0.05842622,0.051590553,0.050508213,0.053298296,0.055013709,0.048430667,0.051632613,0.051537114,0.002742922,0.010540137,0.056718815,0.052602693,0.050533465,CV
Grtp1,0.395961644,0.38490994,0.376805411,0.409811599,0.389910107,0.376466394,0.383704442,0.404567926,0.401509978,0.002746526,0.01055042,0.390435792,0.388248378,0.396594115,PV
H2-Ke6,0.69856501,0.691936712,0.745505775,0.692934185,0.683308357,0.716452902,0.700824693,0.694267072,0.693037785,0.00275106,0.010564692,0.695250861,0.709550305,0.696043183,MZ
Tfb2m,0.050142066,0.046719114,0.043508026,0.044951003,0.046022835,0.044640915,0.041501376,0.043397159,0.042191738,0.002806452,0.010756608,0.04843059,0.044780695,0.042363424,CV
Tmem106b,1.005496968,0.994248515,1.074026716,1.06720846,1.112865371,1.083746829,1.086313468,1.074922865,1.071688454,0.002814431,0.010783986,0.999872742,1.084461844,1.077641596,MZ
Puf60,0.41457557,0.421680154,0.428516712,0.406214863,0.419529548,0.420145323,0.421324588,0.423026544,0.430076834,0.002871544,0.010985113,0.418127862,0.418601612,0.424809322,PV
Pex11b,0.187240574,0.196147467,0.171482661,0.188431104,0.175823562,0.179339644,0.17221972,0.180975047,0.180892969,0.002888673,0.011040599,0.191694021,0.178769243,0.178029245,CV
Gmnn,0.085959877,0.080346919,0.080595266,0.08981054,0.077779726,0.077357521,0.07873338,0.08072724,0.076724296,0.002913024,0.011117208,0.083153398,0.081385763,0.078728305,CV
Gpam,0.045278361,0.045788122,0.051752648,0.055148452,0.046595834,0.052299666,0.051596827,0.048342471,0.042344676,0.002916752,0.01112979,0.045533242,0.05144915,0.047427991,MZ
Rorc,0.220761543,0.225112398,0.208186722,0.211599608,0.217434224,0.215633908,0.211510175,0.219520379,0.204035209,0.00294054,0.011215587,0.222936971,0.213213616,0.211688588,CV
Ptms,6.19442195,6.307157961,6.393420557,6.389969696,6.551562368,6.403689951,6.25984051,6.268068756,6.21007493,0.002948251,0.011241678,6.250789956,6.434660643,6.245994732,MZ
Msra,2.06882384,2.063224503,2.029387546,2.045727392,2.092291017,2.06643135,2.060737711,2.118865551,2.104179985,0.00295631,0.01127074,2.066024172,2.058459326,2.094594416,PV
Atat1,0.098534016,0.096074529,0.092646488,0.093728985,0.204101453,0.094013574,0.089928226,0.091510107,0.089122679,0.002970703,0.011322267,0.097304273,0.121122625,0.090187004,MZ
Rab24,0.417613201,0.400184933,0.401779643,0.398468877,0.389805919,0.433312511,0.414254688,0.414601364,0.402000717,0.002995653,0.011405573,0.408899067,0.405841738,0.41028559,PV
Adssl1,0.178144558,0.176074129,0.157941639,0.162315095,0.168927765,0.166920693,0.159762937,0.172753516,0.15716075,0.003020167,0.011488022,0.177109344,0.164026298,0.163225734,CV
Crybb3,0.005879056,0.005418296,0.005110093,0.006058061,0.004788886,0.009849971,0.009191135,0.008074901,0.007480834,0.00302354,0.011498182,0.005648676,0.006451753,0.008248957,PV
Col18a1,5.186311225,5.29526357,5.274005114,5.367337888,5.26243488,5.315780642,5.307706651,5.284978188,5.277201832,0.003038907,0.011551517,5.240787398,5.304889631,5.289962224,MZ
Dusp23,0.12399467,0.120680444,0.123260748,0.124378123,0.120058321,0.118083875,0.109821557,0.10944419,0.110813214,0.00308067,0.011693047,0.122337557,0.121445267,0.11002632,CV
Nemp1,0.128299836,0.133693823,0.146362037,0.168776911,0.140705426,0.148778531,0.148271356,0.152359962,0.151305866,0.003280732,0.012383216,0.13099683,0.151155726,0.150645728,MZ
Hspa13,0.300187785,0.324018875,0.301634864,0.312383324,0.29702129,0.305199714,0.316094618,0.306038608,0.301556086,0.003302344,0.012452048,0.31210333,0.304059798,0.307896437,CV
Prune1,0.085811789,0.077675695,0.085243513,0.076886847,0.086884335,0.079768338,0.078793587,0.094765331,0.085085865,0.003331475,0.012554553,0.081743742,0.082195758,0.086214928,PV
Naa10,0.398635329,0.389934033,0.381567132,0.384817622,0.387245495,0.384647597,0.398105334,0.37304357,0.354753815,0.003333118,0.012558912,0.394284681,0.384569462,0.375300906,CV
Bcs1l,0.09042672,0.096569414,0.092679002,0.088113042,0.089024114,0.076446196,0.081409858,0.088498351,0.086696594,0.003349234,0.012610433,0.093498067,0.086565589,0.085534934,CV
Trip6,0.070651676,0.073846376,0.065671871,0.066917012,0.05696923,0.067155913,0.063694742,0.068342052,0.074673413,0.003379999,0.012718847,0.072249026,0.064178507,0.068903402,CV
Nomo1,0.252393127,0.243071629,0.340039494,0.240807459,0.244551331,0.247911229,0.23398908,0.245644974,0.242904773,0.003389299,0.012748267,0.247732378,0.268327378,0.240846276,MZ
2310061I04Rik,0.26208261,0.261872387,0.257750991,0.263068441,0.248296504,0.283342723,0.264383725,0.281860376,0.277746081,0.003405524,0.012805565,0.261977499,0.263114665,0.274663394,PV
Lancl1,0.184463527,0.197594738,0.240141962,0.190111196,0.192862486,0.204822753,0.205499148,0.207749963,0.204890306,0.003418138,0.012851123,0.191029133,0.206984599,0.206046472,MZ
2810459M11Rik,0.611822322,0.638508265,0.651988325,0.65074914,0.688728347,0.670032374,0.658681239,0.657850647,0.6260711,0.003437659,0.012915113,0.625165294,0.665374547,0.647534329,MZ
Mecr,0.269171976,0.262355004,0.270385533,0.257652541,0.272224218,0.267186025,0.271325234,0.250005852,0.265713616,0.003507046,0.013150912,0.26576349,0.266862079,0.262348234,MZ
Dgkq,0.007813855,0.009422911,0.00720163,0.012207124,0.00980431,0.010899514,0.009264043,0.010859476,0.012819325,0.003551824,0.013289158,0.008618383,0.010028145,0.010980948,PV
Eif6,0.462071788,0.441985315,0.456927282,0.459337644,0.43492365,0.45456297,0.440364247,0.44278181,0.447397226,0.003554104,0.013294034,0.452028552,0.451437887,0.443514428,CV
Trak1,0.256082382,0.249511112,0.264491828,0.244975889,0.235302547,0.2328211,0.241447823,0.246998867,0.237648718,0.003602657,0.01345861,0.252796747,0.244397841,0.242031803,CV
Echdc3,0.402204282,0.410934525,0.402301743,0.424005358,0.437441555,0.422071915,0.414353169,0.43589965,0.43683232,0.003620726,0.013520239,0.406569404,0.421455143,0.42902838,PV
Parp12,0.240924915,0.242359635,0.254935092,0.269179431,0.24442078,0.246609063,0.251112344,0.262376196,0.262786118,0.003678978,0.013719898,0.241642275,0.253786092,0.258758219,PV
2900026A02Rik,0.385539135,0.390103765,0.408119023,0.408098599,0.418348518,0.399250006,0.37336245,0.368965295,0.371437783,0.003693688,0.013768789,0.38782145,0.408454037,0.371255176,MZ
Nudt1,0.249099682,0.235243508,0.231704832,0.236005259,0.227787955,0.240475462,0.236516817,0.252846852,0.257056439,0.003710637,0.013827975,0.242171595,0.233993377,0.248806703,PV
Neb,0.139265299,0.141688778,0.151544483,0.15335652,0.156122107,0.147034274,0.150732538,0.149628054,0.148635233,0.003754249,0.013966305,0.140477039,0.152014346,0.149665275,MZ
Ccl27a,0.155528688,0.168154957,0.186769766,0.179062826,0.170366206,0.167893482,0.154033314,0.163902896,0.161476834,0.003756128,0.013971282,0.161841823,0.17602307,0.159804348,MZ
Alg3,0.098876692,0.097328072,0.087095816,0.092328449,0.088818564,0.091057916,0.083906588,0.086982023,0.099974898,0.003778494,0.014046379,0.098102382,0.089825186,0.090287836,CV
Ngef,0.150132217,0.151696073,0.155454319,0.148806471,0.149108916,0.139941679,0.144710952,0.156363402,0.158703103,0.003800094,0.014122608,0.150914145,0.148327846,0.153259152,PV
Scamp1,0.400549937,0.40596039,0.429642031,0.425558665,0.412910359,0.454436517,0.435601949,0.423369858,0.431649649,0.003810596,0.014159597,0.403255164,0.430636893,0.430207152,MZ
Fxn,0.223915202,0.211624254,0.216035056,0.217191681,0.205685322,0.222691344,0.219138577,0.21299129,0.210316631,0.003924233,0.014542082,0.217769728,0.215400851,0.214148833,CV
Mydgf,1.11041077,1.094545469,1.088587978,1.145128672,1.172449601,1.144580672,1.128383135,1.132150435,1.105330957,0.003987158,0.01475197,1.10247812,1.137686731,1.121954842,MZ
Vmo1,0.079526337,0.089353452,0.10039683,0.095767869,0.096105705,0.093074712,0.099032071,0.094500539,0.095372858,0.004149077,0.015296241,0.084439895,0.096336279,0.096301823,MZ
Prodh2,1.778768398,1.826790408,1.862931152,1.870649761,1.859794741,1.882424236,1.865787936,1.868721616,1.853827269,0.004256909,0.015666929,1.802779403,1.868949973,1.86277894,MZ
Homer2,0.193088768,0.213913455,0.225096798,0.208387427,0.223633502,0.217434057,0.228537961,0.221294909,0.222651675,0.004287421,0.01576595,0.203501112,0.218637946,0.224161515,PV
Svip,0.169269324,0.163775135,0.174635838,0.170792243,0.169270149,0.154645039,0.1543787,0.158998282,0.159465177,0.004297644,0.015792083,0.16652223,0.167335817,0.157614053,MZ
Triap1,0.155212258,0.150609879,0.150887043,0.148321141,0.16259021,0.140884982,0.138401363,0.154030711,0.143229171,0.004386474,0.016084154,0.152911069,0.150670844,0.145220415,CV
Ptch1,0.178293394,0.180007352,0.168532276,0.188609285,0.18700613,0.194166967,0.192798057,0.204650768,0.19323476,0.004404673,0.016141712,0.179150373,0.184578665,0.196894528,PV
Cks1b,0.047988881,0.055793505,0.054242832,0.058251174,0.050601663,0.056117998,0.05699736,0.053856772,0.059269698,0.00442911,0.016219755,0.051891193,0.054803417,0.056707943,PV
Cebpzos,0.283591385,0.291367449,0.292051036,0.30019765,0.275694335,0.27320283,0.280269572,0.290951596,0.272293735,0.004490036,0.016426557,0.287479417,0.285286463,0.281171634,CV
Rangap1,0.480105312,0.46302911,0.46540394,0.453420623,0.526962469,0.475444505,0.470655785,0.498044632,0.473480514,0.004568942,0.016693938,0.471567211,0.480307884,0.480726977,PV
Gzf1,0.329209249,0.316265834,0.318604638,0.341751152,0.330833879,0.34940551,0.332409035,0.336587685,0.343586919,0.004575158,0.016711919,0.322737542,0.335148795,0.33752788,PV
Sec16b,0.492294714,0.531661124,0.511555043,0.539242162,0.501187229,0.536875776,0.530532403,0.509594609,0.526929542,0.00467024,0.017025502,0.511977919,0.522215053,0.522352185,PV
Tmem183a,0.896302003,0.926069241,0.948979679,0.939146142,0.969923249,0.971037327,0.954096526,0.945021085,0.91900181,0.004688871,0.017086182,0.911185622,0.957271599,0.93937314,MZ
Slc30a6,0.141472279,0.133758887,0.139121043,0.130313142,0.129491924,0.122770439,0.117732864,0.125292786,0.12531285,0.004961623,0.017986144,0.137615583,0.130424137,0.1227795,CV
Pmpca,0.454403865,0.458099228,0.439836013,0.447921625,0.435564453,0.466194422,0.450476322,0.457378226,0.433015517,0.005195396,0.018741468,0.456251547,0.447379128,0.446956688,CV
Pdcd2l,0.093146847,0.095088658,0.089126961,0.094146942,0.088733731,0.092600269,0.086590691,0.090760958,0.084732773,0.005328635,0.019160522,0.094117753,0.091151976,0.087361474,CV
Pet100,1.222174607,1.341591666,1.269674459,1.284038122,1.256060822,1.266459067,1.287256965,1.271144333,1.242386544,0.005333891,0.019174077,1.281883137,1.269058118,1.266929281,CV
